CHAPTER 5: Square Roots and Cube Roots
SECTION: EXERCISE (objective MCQs)
Questions 12-56

===== QUESTIONS =====
12. (c)

13. (d)

14. (b)

15. (b)

16. (c)

17. (c)

18. (c)

19. (b)

20. (d)

21. (b)

22. (b)

23. (e)

24. (c)

25. (b)

26. (d)

27. (e)

28. (a)

29. (c)

30. (d)

31. (a)

32. (b)

33. (a)

34. (c)

35. (a)

36. (c)

37. (c)

38. (b)

39. (b)

40. (b)

41. (d)

42. (d)

43. (b)

44. (d)

45. (b)

46. (c)

47. (d)

48. (d)

49. (d)

50. (e)

51. (d)

52. (a)

53. (d)

54. (b)

55. (b)

56. (a)

===== ANSWER KEY (correct option letter) =====
12. (c)
13. (d)
14. (b)
15. (b)
16. (c)
17. (c)
18. (c)
19. (b)
20. (d)
21. (b)
22. (b)
23. (e)
24. (c)
25. (b)
26. (d)
27. (e)
28. (a)
29. (c)
30. (d)
31. (a)
32. (b)
33. (a)
34. (c)
35. (a)
36. (c)
37. (c)
38. (b)
39. (b)
40. (b)
41. (d)
42. (d)
43. (b)
44. (d)
45. (b)
46. (c)
47. (d)
48. (d)
49. (d)
50. (e)
51. (d)
52. (a)
53. (d)
54. (b)
55. (b)
56. (a)

===== DETAILED SOLUTIONS =====
12. 0.289
0.289
289
17
17
=
=
=
=

13. +
=
+
=
=

14. =
−
+
+
=

15. Let 
11881
10137.
x
×
=
 Then, 
×
=
109
10137
x
 
 ⇔ 
=
=
93
10137
109
x
 	
	 ⇔	
x = (93)2 = 8649.

16. 4050
4050
450
9
450
x
x
=
⇔
=
=
	
	 ⇔ x = 92 = 81.

17. Let 
16
16

18. −
2
2
(272)
(128)
 = 
+
−
(272
128) (272
128)  
 	
	 	
	
	
    = 
×
=
=
400
144
57600

19. 6 * 24 = 6
24
6
24
30
144
+
+
×
=
+
	
	 	
	
	
= 30 + 12 = 42.

20. 2
−
=
×
−
3
2
3
10
10
5
5
5
y y
y
	
	 	
	
	
= 
×
−
=
×
50
125
25
50
100  
	
	 	
	
	
= 50 × 10 = 500.

21. 1
441
441
21
110
10.5.
4
4
2
4
=
=
=
=

22. 25
9
25
1
16
16

23. Let 
2 2
[( 81) ]  = x2. Then, x2 = (81)2 or x = 81.

24. 1  58  76  (126
1
    58
    44
    14 76
    14 76
        ×
1
22
246
	\ 
15876

25. =

26. A number ending in 8 can never be a perfect square.

27. 169
169
169
x
x

28. 18
14
×
=
×

29. (11)2 = 121 and (17)2 = 289.
	
	 So, the perfect squares between 120 and 300 are the squares 
of numbers from 11 to 17. Clearly, these are 7 in number.

30. The first perfect square number after 50 is 64 (= 82) and 
the last perfect square number before 1000 is 961 [ = (31)2].
	
	 So, the perfect squares between 50 and 1000 are the squares 
of numbers from 8 to 31. Clearly, these are 24 in number.

31. Clearly, the man was born between 1800 and 1850.
	
	 The only perfect square number between 1800 and 1850 
is 1849. And, 1849 = (43)2.
	
	 So, the man was 43 years old in 1849. Thus, he was born 
in (1849 – 43) = 1806.

32. Q = 
2
2
(8 )
(8 )
8

33. The smallest such number is 1444[= (38)2]. It lies between 
1000 and 2000.

34. +
+
=

35. 2
2

36. 16
16
4
0.16
0.4.
100
10
100
=
=
=
=

37. 6
3
6
441
441
21
21
0.000441
0.021.
1000
10
10
10
=
=
=
=
=

38. 8
4
8
4761
4761
69
69
0.00004761
0.0069.
10000
10
10
10
=
=
=
=
=

39. ×
=
×
=
×
2
2
225
15
1.5
0.0225
1.5
2.25
10000
100
	
	 	
	
	
=
×
=
2.25
0.15
0.3375.

40. +
=
+
64
0.01
0.0064
0.01
10000
	
	 	
	
	
=
+
=
+
=
=
8
0.01
0.01
0.08
0.09
0.3.
100

41. Given exp.	
= 
+
+
+
1
81
121
9
100
100
100
10000
	
	 	
	
	
=
+
+
+
1
9
11
3
10
10
10
100
	
	 	
	
	
= 0.1 + 0.9 + 1.1 + 0.03 = 2.13.

42. Given exp.	
= 
×
×
25
225
1
10000
100
10000
	
	 	
	
	
= 
×
×
=
=
5
15
1
75
0.00075.
100
10
100
100000

43. 1.56  25  (1.25
1
  56
  44
	 12 25
	 12 25
    ×
1
22
245
∴
=
1.5625
1.25.

44. 12
12
6760000
0.00000676
10
0.00000676
10
=
×
=
×
	
	 	
	
	
= .0026 × 106 = 2600.

45. SQUARE ROOTS AND CUBE ROOTS	
197

46. Given exp. 	
= 
2
4
6
8
4096
4096
4096
4096
10
10
10
10
+
+
+
	
	 	
	
	
= 
+
+
+
2
3
4
4096
4096
4096
4096
10
10
10
10
	
	 	
	
	
=
+
+
+
64
64
64
64
10
100
1000
10000
	
	 	
	
	
= 6.4 + 0.64 + 0.064 + 0.0064 
	
	 	
	
	
= 7.1104 ≈ 7.11.

47. Given exp. 	
= 
+
+
1.30
1300
0.0130
	
	 	
	
	
=
+
×
+
130
130
13
100
100
10000
	
	 	
	
	
= 
+
×
+
130
130
13
10
10
100
	
	 	
	
	
=
+
×
+
11.40
11.40
3.605
10
10
100
	
	 	
	
	
= 1.14 + 36.05 + 0.114 = 37.304.

48. =
52
169
289
x
	
	 ⇔
=
52
13
17
x
	
	
×


⇔
=
=




52
17

49. Let the missing number be x.
	
	 Then, x2 = 15 × 135 ⇔ x = 
×
15
135  
	
	 	
	
	
=
×
=
×
=
2
2
15
3
15
3

50. 

51. Let 
2
1
4
9

52. Let

53. =
53
148877
53
2809
53

54. Then,
13
18
169
39
13
39
39
x
x
x
	
	 ⇔
=
=
2
(18)

55. =
2
0.13
13
p
	
	 ⇔
=
=
2
0.13
1
13
100
p
	
	 ⇔
=
=
=
1
1
0.1.
100
10
p

56. Let the required number be x. Then, 
= 25
0.25
x
	
	 ⇔
= 25
0.5
x
	
	 ⇔
=
×
=
25
0.5
12.5.
x
