CHAPTER 9: Surds and Indices
SECTION: EXERCISE (objective MCQs)
Questions 8-52

===== QUESTIONS =====
8. (b)

9. (e)

10. (e)

11. (a)

12. (c)

13. (a)

14. (a)

15. (c)

16. (c)

17. (a)

18. (c)

19. (d)

20. (c)

21. (c)

22. (d)

23. (a)

24. (a)

25. (b)

26. (b)

27. (a)

28. (d)

29. (b)

30. (e)

31. (b)

32. (a)

33. (b)

34. (c)

35. (b)

36. (d)

37. (b)

38. (c)

39. (b)

40. (c)

41. (c)

42. (c)

43. (a)

44. (a)

45. (d)

46. (d)

47. (c)

48. (d)

49. (d)

50. (d)

51. (b)

52. (d)

===== ANSWER KEY (correct option letter) =====
8. (b)
9. (e)
10. (e)
11. (a)
12. (c)
13. (a)
14. (a)
15. (c)
16. (c)
17. (a)
18. (c)
19. (d)
20. (c)
21. (c)
22. (d)
23. (a)
24. (a)
25. (b)
26. (b)
27. (a)
28. (d)
29. (b)
30. (e)
31. (b)
32. (a)
33. (b)
34. (c)
35. (b)
36. (d)
37. (b)
38. (c)
39. (b)
40. (c)
41. (c)
42. (c)
43. (a)
44. (a)
45. (d)
46. (d)
47. (c)
48. (d)
49. (d)
50. (d)
51. (b)
52. (d)

===== DETAILED SOLUTIONS =====
8. +
+
−
−
=

SURDS AND INDICES	
293
	
	 ∴	
1
8
2 2.
x
x


−
=
=





9. 

×




=
=
=
=
=
=
	
	
1
4
1
4
1
1
4
3
12
3
4
3
12
12
12
4
4
4
4
(4 )
(256)

11. 5
x
⇔
=

13. x
x
+
−
=
=
⇔
=

15. 2
2
−
=
−
	
	
12
4 5
10
2
2
10
2
−
=
+
−
×
×
	
	 	
	
= 
2
2
( 10)
( 2)
2
10
2
+
−
×
×
	
	 	
	
= 
2
( 10
2)
( 10
2).
−
=
−
	
	 ∴	
Given expression
	
	 	
	
= 
5
3
5
3
( 10
2)
2
2
2
2




+
+
−
−
−








	
	 	
	
= 2 5
10
2
10
10
2
2,
2
−
+
=
−
+
=
	
	 which is an irrational number.

26. 1
1
1
2
2
2 2 2 2 2
2 2 2 2.2
2 2 2 2


+




=
=
	
	 	
= 
(
)
1
3
3
2
2
2
2 2 2 2
2 2 2. 2
=
	
	 	
= 
3
1
3
2
2
4
2 2 2.2
2 2 2.2


×




=
	
	 	
= 
3
7
1
4
4
2 2 2
2 2 2


+



=
	
	 	
= 
(
)
1
7
1
7
2
4
2
4
2 2. 2
2 2.2


×




=
	
	 	
= 
7
7
15
1
8
8
8
2 2.2
2 2
2 2


+




=
=
	
	 	
= 
(
)
1
15
15
15
2
1
16
8
16
2 2
2.2
2


+




=
=
	
	 	
= 
(
)
1
31
1
31
31
31
2
16
2
16
16
32
2
2
2

27. 2
2
2
5
2
5
5
5
5
(0.03125)
(0.5)
0.5
(0.5)




× −
−


−


−






=
=
=


	
	 	
= 
2
1
1

28. 1
1
2
2
1
(2)

29. (
)
5
5
5
5
5
5
1
3
3
1
3
3
3
3
5
5
5
5
5
5
x
x
x
−
−
−




−
×


−
−










































=
= 











	
	 	
= (
)
5
5
5
3
5
3
3
25
3
25
x
x
−






−
× −


−




















= 



	
	 	
= (
)
5
1
1
5
5

30. Let 
2
3
1
3

31. 1
(3
0.25)
0.25
0.25
3 0.25
0.25
4
5
(125)
5
(5 )
5
5
×
×
=
×
=
×
	
	 	
= 
(0.25
0.75)
0.25
0.75
1
5
5
5
5

32. 2
3
1
3
4
5
1
1
1
(256)
(216)
(32)
−
−
−
+
+
	
	 	
= 
2
1
3
3
5
4
3
5
4
1
1
1
(6 )
(2 )
(4 )


−
−
−




+
+
	
	 	
= 
(
2)
(
3)
( 1)
2
3
1
3
4
5
3
4
5
1
1
1
1
1
1
6
4
2
4
6
2
−
−
−
−
−
−
×
×
×
+
+
=
+
+
	
	 	
= (62 + 43 + 21) = (36 + 64 + 2) = 102.

33. 3
2
2
3
4
2
2
2.4
10
24
10
(2.4
10 )
(8
10
)
(3
10 ).
8
10
8
10
−
−
−
×
×
×
÷
×
=
=
=
×
×
×

34. 2
2
2
4
2
4
3
3
3
3
3
3
3
4
4
3
3
3
1
1
(216)
(6 )
(216)
(27)
216
27
(27)
(3 )
−
−




÷
=
÷
=
=








	
	 	
= 
2
3
2
3
4
4
3
3
6
6
36

35. 2
5
5
2
5
5
7
7
7
7
7
7
(48)
(16)
(3)
(16
3)
(16)
(3)
−
−
−
−
−
−
×
×
=
×
×
×
	
	 	
= 
2
2
5
5
7
7
7
7
(16)
(3)
(16)
(3)
−
−
−
−
×
×
×
	
	 	
= 
2
5
2
5
7
7
7
7
(16)
(3)




−
−
−
−








×
	
	
= 
7
7
1
1
7
7
(16)
(3)
(16)
(3)




−
−




−
−




×
=
×
	
	 	
= 1
1

36. 

×




=
=
=
=
=
=
	
	 Clearly, 
3
12 81 . .,
3
i e
 is the greatest.

37. 3
6
2
1
(3
6)
2
1
3
3
3
3
3
5
5
5
5
5
x
x
−
−
−
−









=
⇒
=


















	
	 ⇒	
3
2
1
3
3
5
5
x
−
−




=








	
	 ⇒	
2x – 1 = – 3  ⇒  2x = – 2  ⇒  x = – 1.

38. 49 × 49 × 49 × 49 = 72 × 72 × 72 × 72 = 7(2 + 2 + 2 + 2) = 78.
	
	 ∴	
Required number = 8.

39. 8– 25 – 8– 26 = 
26
25
26
26
(8
1)
1
1
7

40. 4
4
1
1
2
5
5
5
2
2
(64)
(
32)
(8 )
[(
2) ]
−
−
−
−
−−
=
−
−
	
	 	
= 
4
1
5
2
5
2
8
(
2)
−
−








×
× 















−−
	
	 	
= 
1
4
4
1
1
8
(
2)
8
(
2)
−
−
−−
=
−
−
	
	 	
= 
1
1

41. 1
3
1
(
3)
(3
)
x
x
x
x
x
a
b
a
a
a
b
a
b
b
b
−
−
−
−
−
−










=
⇔
=
=




















	
	 ⇔  x – 1 = 3 – x  ⇔  2x = 4  ⇔  x = 2.

42. 2
1
2
1
3
3
3
1
1
2
2
8
(2 )
n
n
n
n
−
−
−
−
=
⇔
=
	
	 	
= 
(9
3 )
3 (
3)
(3
9)
1
1
2
2
2
n
n
n
−
−
−
=
=
	
	 ⇔	
2n – 1 = 9 – 3n  ⇔  5n = 10
	
	 ⇔  n = 2.

43. 5a = 3125 = 55 ⇒ a = 5. ⇒ 5(a – 3) = 5(5 – 3) = 52 = 25.

44. 1
3
3
2
2
2
3
2
3
2
5
5
5
5 5
5
5
5
5
5
a
a
−
+
+
−
×
×
×
÷
=
⇔
=
	
	
1
3
1
3
2
2
6
2
2
5
5
5
5
a
a


+
+
+


+
+


⇔
=
⇔
=
	
	 ⇔	
a + 2 = 6 ⇔ a = 4.

45. 1
6
6
2
2
2
64
(2 )
2
2
2
6
2
n
n
n
n
=
⇔
=
⇔
=
⇔
=
	
	 	
⇔  n = 12.

46. (
)
5
1
1
5
2
2 2
2
2
( 3)
9
3
3 3
3
(3 )
3
3
3
n
n
×
=
×
⇔
×
=
×
×
	
	
1
1
5
1
(2
2)
2
2
3
3
3
n




×
+
+




×




⇔
×
=
	
	 	
5
3
4
2
2
3
13
3
3
2
2




+
+








⇔
=
⇔
+
=
n
n
	
	 	
13
3
10

47. 5
3
2
5
3 3
3
4
4 4
9
3
(27)
(3 )
3
(3 )
27
3
3
(81)
3
(3 )
n
n
×
×
×
×
=
⇔
=
×
×
	
	
(3
3)
2
5
3
(4
4)
3
3
3
3
3
3
n
×
×
×
×
⇔
=
×
	
	 	
2
5
9
2
14
3
3
16
17
3
3
3
3
3
3
3
n
n
+
+
+
⇔
=
⇔
=
×
	
	 	
(2
14
17)
3
3
3
n +
−
⇔
=
	
	 ⇔  32n – 3 = 33  ⇔  2n – 3 = 3  ⇔  2n = 6  ⇔  n = 3.

48. 1
(
1)
(
1)
9
8
2
9
8

49. 1
1
5
5
3
3
3
3
5
2
32
2
(32)
(2 )

50. 1
1
1
1
3
1
3
5
5
5
5
5
5
2
8
2
2
(2 )
2
2
2
2
x
x
x
×
=
⇔
×
=
⇔
×
=
	
	 	
⇔ 
3
1
5
5
2
2
x


+



=
	
	 	
2
3
1
1

51. 5(x + 3)	 = 25(3x – 4)	⇔  5(x + 3) = (52)(3x – 4) ⇔ 5(x + 3)
	
	 	
= 52(3x – 4)	 ⇔  5(x + 3) = 5(6x – 8)
	
	 	
	
⇔ 
3
6
8
5
11
x
x
x
+
=
−
⇔
=

52. 4
4
1
4
1
3
4
4
4
2
2 (2 )
2
2
2
2
2 (2
)
2
2
2
n
n
n
n
n
n
n
n
n
n
+
+
+
+
+
+
+
+
+
−
−
=
=
−
	
	 	
= 
1
(
4)
3
1
7
1
2
1
2
