CHAPTER 5: Square Roots and Cube Roots
SECTION: EXERCISE (objective MCQs)
Questions 57-101

===== QUESTIONS =====
57. (d)

58. (c)

59. (b)

60. (b)

61. (a)

62. (a)

63. (b)

64. (c)

65. (a)

66. (c)

67. (a)

68. (d)

69. (c)

70. (c)

71. (a)

72. (b)

73. (d)

74. (c)

75. (b)

76. (b)

77. (b)

78. (d)

79. (c)

80. (b)

81. (a)

82. (a)

83. (b)

84. (d)

85. (a)

86. (c)

87. (b)

88. (b)

89. (c)

90. (c)

91. (b)

92. (c)

93. (a)

94. (b)

95. (d)

96. (c)

97. (c)

98. (c)

99. (c)

100. (c)

101. (a)

===== ANSWER KEY (correct option letter) =====
57. (d)
58. (c)
59. (b)
60. (b)
61. (a)
62. (a)
63. (b)
64. (c)
65. (a)
66. (c)
67. (a)
68. (d)
69. (c)
70. (c)
71. (a)
72. (b)
73. (d)
74. (c)
75. (b)
76. (b)
77. (b)
78. (d)
79. (c)
80. (b)
81. (a)
82. (a)
83. (b)
84. (d)
85. (a)
86. (c)
87. (b)
88. (b)
89. (c)
90. (c)
91. (b)
92. (c)
93. (a)
94. (b)
95. (d)
96. (c)
97. (c)
98. (c)
99. (c)
100. (c)
101. (a)

===== DETAILED SOLUTIONS =====
57. 6
2
6 2
12
3
729
3
( 3 )
(3 )
3
3

58. 18
14
x
×
×
 = 84 ⇔ 18 × 14 × x = 84 × 84 
	
	 ⇔ x = 84
84

59. Let 28
1426
x +
 = 3 × 718.
	
	 Then, 28
2154
1426
28
728
x
x
x
=
−
⇔
=
⇔
 = 26
	
	 ⇔ x = (26)2 = 676.

60. What is the value of x?	
(Bank Recruitment, 2010)
	
Sol.	 Average of given numbers = 
30
72
53
68
87
6
x
+
+
+
+
+





 = 
+







61. =
⇔
=
0.02
0.02
21
441
x
x
	
	 ⇔
=
×
=
⇔
0.02
21
0.42
x
x
	
	 	
	
	
     = (0.42)2 = 0.1764.

62. Let 
=
=
.0196
.0196
0.2. Then,
0.04
x
x
	
	 ⇔
=
=
=
.0196
1.96
.49.
.04
4
x

63. Let 
0.0169
1.3.
x
×
=
 Then, 0.0169x = (1.3)2 = 1.69
	
	 ⇒ x =  
1.69

64. 37
.0615
37.25
.0615
0.25
x
x
+
+
=
⇔
+
=
 
	
	 ⇔ .0615 + x = (0.25)2 = 0.0625
	
	
3
3
1
.001

65. (
1) (
2)
x
y
−
+
 = 7 ⇒ (x – 1) (y + 2) = (7)2 ⇒ (x – 1) = 7 
and (y + 2) = 7 ⇒ x = 8 and  y  =  5.

66. .004
.4
.004
.4
.004
.4
.0000064
.04
.4
.04
.04
.4
a
a
b
b
×
×
×
×
=
⇒
=
=
×
×
	
	 ⇒ 
5
5
.00064
16
.00016
16

67. Let the number be x. Then,
	
	


=
⇔
=
×
=




2
2
3
5
126.15
126.15
210.25
5
3
x
x
	
	 ⇔
=
=
210.25
14.5.
x

68. 0.361
0.36100
36100

69. 48.4
48.400
48400
220
16

70. +
=
⇒
+
=
14
196
1
1
169
13
169
169
x
x
	
	


⇒
=
−
=
⇒
=




196
27
1

71. +
+
=
+
⇒
= 27
55
784
1
1
729
27
729
27
x
x
	
	
+
⇒
=
⇒
+
=
⇒
=
27
28
27
28

72. 4
4 –
3
3
4 – 3
4
3
4
3
1
–
–
.
3
4
3
4
12
2 3
2 3
×
×
=
=
=
=

73. 2.00  00  00 (1.414
1
100
  96
  400
  281
    11900
      11296
1
24
281
2824
\ 
2
1.414
=

74. −
+
=
×
−
×
+
×
2 27
75
12
2 9
3
25
3
4
3
	
	 	
	
	
    =
−
+
=
6 3
5 3
2 3
3 3.

198	
QUANTITATIVE APTITUDE

75. +
−
+
=
×
+
×
−
+
( 12
18)
( 3
2)
( 4
3
9
2)
( 3
2)
	
	 	
	
	
=
+
−
+
(2 3
3 2)
( 3
2)
	
	 	
	
	
= (2 3
3)
(3 2
2)
3
2 2.
−
+
−
=
+

76. 4
6
36
6
24
216
2 6
6 6
8 6

77. =

78. 3 5
125
17.88
3 5
25
5
17.88
+
=
⇒
+
×
=
	
	  ⇒ 3 5
5 5
17.88
8 5
17.88
5
2.235.
+
=
⇒
=
⇒
=
	
	 \  
+
=
×
+
=
+
80
6 5
16
5
6 5
4 5
6 5
	
	 	
	
	
=
=
×
=
10 5
(10
2.235)
22.35.

79. 50
98 =
50
98 =
4900 = 70.
×
×

80. Given exp. = 
4
2
2 16
2
3 64
2
4 25
2
×
+
×
−
×
+
×
	
	 	
= 2 2
8 2
24 2
20 2
6 2
6
1.414
8.484.
+
−
+
=
=
×
=

81. Given exp. = 
×
×
×
=
×
×
3 4
3
49
2
3 12
98
2 28
2 21
2 4
7
2 21
	
	 	
	
  =
×
=
=
×
6 3
7 2
21 6
21 6
4 7
2 21
4 7
21
28 3
	
	 	
	
  = 3
3
2
1.414
3
0.3535
1.0605.
4
4
=
×
=
×
=

82. Given exp. = 
11025
1
25
42025
–
100
100
10000
100
×
÷
	
	 	
	
  = 
×
÷
105
1
5
205
–
10
10
100
10
	
	 	
	
  =
×
105
100
205
–
100
5
10
	
	 	
	
  =
=
=
=
205
5
1
21 –
0.50.
10
10
2

83. Sum of decimal places in the numerator and denominator 
under the radical sign being the same, we remove the 
decimal.
	
	 \ Given exp. = 
81
484
9
22
0.99.
64
625
8
25
×
×
=
=
×
×

84. Given exp. = 
204
42
36

85. Given exp. = 
×
×
×
×
×
81
324
4624
15625
289
729
64
	
	 	
	
  
×
×
=
=
×
×
×
9
18
68
3 = 0.024.
125
17
27
8
125

86. Given exp. = 
×
×
=
×
×
9.5
.08500
95
8500
.19
.0017
19
17
	
	 	
	
  =
×
=
=
5
500
2500

87. Given exp. = 
2
2
2
2
2
2
(0.03)
(0.21)
(0.065)
0.03
0.21
0.065
10
10
10
+
+






+
+












 
	
	 	
	
= 
2
2
2
2
2
2
100 [(0.03)
(0.21)
(0.065) ]
100

88. +
−
=
−
2
2
(7
3 5) (7
3 5)
(7)
(3 5)
	
	 	
	
             =
−
=
=
49
45
4

89. 



−
=
+
−
×
×








2
2
2
1
1
1
3
( 3)
2
3
3
3
3
	
	 	
	
  =
+
−
=
+
=
1
1
4
3
2

90. −
+
+
2
4
4
1
3
a
a
a
	
	 	
	
=
+
−
×
×
+
=
−
+
2
2
2
(1)
(2 )
2
1
2
3
(1
2 )
3
a
a
a
a
a
	
	 	
	
= (1 – 2a) + 3a = (1 + a) = (1 + 0.1039) = 1.1039.

91. +
+
+
−
3
2
(0.75)
[0.75
(0.75)
1]
(1
0.75)
	
	 	
	
+
−
+
+
×
=
−
3
2
2
(0.75)
(1
0.75)[(1)
(0.75)
1
0.75]
1
0.75
	
	 	
	
= 
+
−
−
3
3
3
(0.75)
[(1)
(0.75) ]
1
0.75
	
	 	
	
=
=
=
=
1
100
4

92. a + b + c = 
⇒
+
+
=
3
27 29
2
27 29
2
c
c
c
	
	 ⇒
=
⇒
=
9
27 29
6 29.
2 c
c
	
	
+
+
=
+
+
−
+
+
2
2
2
2
(
)
2 (
)
a
b
c
a
b
c
ab
bc
ca
	
	 	
	


=
−
×
+
×
+
×




2
3
3
(27 29)
2 2
2
2
2
c
c
c
c
c
c
	
	 	
	
= 


×
−
+
+




2
2
2
3
(729
29)
2 3
2
2
c
c
c
	
	 	
	
=
×
−
×
2
13
(729
29)
2
2 c
	
	 	
	
= 
2
(729
29)
13
(6 29)
×
−
×
 = 
−
29 (729
468)
	
	 	
	
=
×
=
×
×
29
261
29
29
9  = 29 × 3 =  87.

93. 4
2
0.4
0.666.....
0.6.
9
3
=
=
=
=

94. 9
3
0.09
0.3, which is rational.
100
10
=
=
=

SQUARE ROOTS AND CUBE ROOTS	
199

95. 0.40  00  00  (.63
    36
      4 00
      3 69
6
123
\ 
0.4  = 0.63

96. 

97. 

98. 

99. 0.16
0.16
16
4
0.4
0.63.
0.4
0.40
40
10
=
=
=
=
=

100. 1
0.01
1
0.1
1.1
1100
=
=
=
= 1.6.
1
0.316
0.684
684
1
0.1
+
+
−
−

101. 5359225
2315
535.9225
23.15.
10000
100
=
=
=
	
  	
5  35  92  25  (2315
4
1 35
1 29
    6 92
    4 61
    231 25
    231 25
          ×
2
43
461
4625
